Reference	Position	Depth
Kellermania_agaves_1	328	0
Kellermania_agaves_1	329	0
Kellermania_agaves_1	330	0
Kellermania_agaves_1	331	0
Kellermania_agaves_1	332	0
Kellermania_agaves_1	333	0
Kellermania_agaves_1	334	0
Kellermania_agaves_1	335	0
Kellermania_agaves_1	336	0
Kellermania_agaves_1	337	0
Kellermania_agaves_1	338	0
Kellermania_agaves_1	339	0
Kellermania_agaves_1	340	0
Kellermania_agaves_1	341	0
Kellermania_agaves_1	342	0
Kellermania_agaves_1	343	0
Kellermania_agaves_1	344	0
Kellermania_agaves_1	345	0
Kellermania_agaves_1	346	0
Kellermania_agaves_1	347	0
Kellermania_agaves_1	348	0
Kellermania_agaves_1	349	0
Kellermania_agaves_1	350	0
Kellermania_agaves_1	351	0
Kellermania_agaves_1	352	0
Kellermania_agaves_1	353	0
Kellermania_agaves_1	354	0
Kellermania_agaves_1	355	0
Kellermania_agaves_1	356	0
Kellermania_agaves_1	357	0
Kellermania_agaves_1	358	0
Kellermania_agaves_1	359	0
Kellermania_agaves_1	360	0
Kellermania_agaves_1	361	0
Kellermania_agaves_1	362	0
Kellermania_agaves_1	363	0
Kellermania_agaves_1	364	0
Kellermania_agaves_1	365	0
Kellermania_agaves_1	366	0
Kellermania_agaves_1	367	0
Kellermania_agaves_1	368	0
Kellermania_agaves_1	369	0
Kellermania_agaves_1	370	0
Kellermania_agaves_1	371	0
Kellermania_agaves_1	372	0
Kellermania_agaves_1	373	0
Kellermania_agaves_1	374	0
Kellermania_agaves_1	375	0
Kellermania_agaves_1	376	0
Kellermania_agaves_1	377	0
Kellermania_agaves_1	378	0
Kellermania_agaves_1	379	0
Kellermania_agaves_1	380	0
Kellermania_agaves_1	381	0
Kellermania_agaves_1	382	0
Kellermania_agaves_1	383	0
Kellermania_agaves_1	384	0
Kellermania_agaves_1	385	0
Kellermania_agaves_1	386	0
Kellermania_agaves_1	387	0
Kellermania_agaves_1	388	0
Kellermania_agaves_1	389	0
Kellermania_agaves_1	390	0
Kellermania_agaves_1	391	0
Kellermania_agaves_1	392	0
Kellermania_agaves_1	393	0
Kellermania_agaves_1	394	0
Kellermania_agaves_1	395	0
Kellermania_agaves_1	396	0
Kellermania_agaves_1	397	0
Kellermania_agaves_1	398	0
Kellermania_agaves_1	399	0
Kellermania_agaves_1	400	0
Kellermania_agaves_1	401	0
Kellermania_agaves_1	402	0
Kellermania_agaves_1	403	0
Kellermania_agaves_1	404	0
Kellermania_agaves_1	405	0
Kellermania_agaves_1	406	0
Kellermania_agaves_1	407	0
Kellermania_agaves_1	408	0
Kellermania_agaves_1	409	0
Kellermania_agaves_1	410	0
Kellermania_agaves_1	411	0
Kellermania_agaves_1	412	0
Kellermania_agaves_1	413	0
Kellermania_agaves_1	414	0
Kellermania_agaves_1	415	0
Kellermania_agaves_1	416	0
Kellermania_agaves_1	417	0
Kellermania_agaves_1	418	0
Kellermania_agaves_1	419	0
Kellermania_agaves_1	420	0
Kellermania_agaves_1	421	0
Kellermania_agaves_1	422	0
Kellermania_agaves_1	423	0
Kellermania_agaves_1	424	0
Kellermania_agaves_1	425	0
Kellermania_agaves_1	426	0
Kellermania_agaves_1	427	0
Kellermania_agaves_1	428	0
Kellermania_agaves_1	429	0
Kellermania_agaves_1	430	0
Kellermania_agaves_1	431	0
Kellermania_agaves_1	432	0
Kellermania_agaves_1	433	0
Kellermania_agaves_1	434	0
Kellermania_agaves_1	435	0
Kellermania_agaves_1	436	0
Kellermania_agaves_1	437	0
Kellermania_agaves_1	438	0
Kellermania_agaves_1	439	0
Kellermania_agaves_1	440	0
Kellermania_agaves_1	441	0
Kellermania_agaves_1	442	0
Kellermania_agaves_1	443	0
Kellermania_agaves_1	444	0
Kellermania_agaves_1	445	0
Kellermania_agaves_1	446	0
Kellermania_agaves_1	447	0
Kellermania_agaves_1	448	0
Kellermania_agaves_1	449	0
Kellermania_agaves_1	450	0
Kellermania_agaves_1	451	0
Kellermania_agaves_1	452	0
Kellermania_agaves_1	453	0
Kellermania_agaves_1	454	0
Kellermania_agaves_1	455	0
Kellermania_agaves_1	456	0
Kellermania_agaves_1	457	0
Kellermania_agaves_1	458	0
Kellermania_agaves_1	459	0
Kellermania_agaves_1	460	0
Kellermania_agaves_1	461	0
Kellermania_agaves_1	462	0
Kellermania_agaves_1	463	0
Kellermania_agaves_1	464	0
Kellermania_agaves_1	465	0
Kellermania_agaves_1	466	0
Kellermania_agaves_1	467	0
Kellermania_agaves_1	468	0
Kellermania_agaves_1	469	0
Kellermania_agaves_1	470	0
Kellermania_agaves_1	471	0
Kellermania_agaves_1	472	0
Kellermania_agaves_1	473	0
Kellermania_agaves_1	474	0
Kellermania_agaves_1	475	0
Kellermania_agaves_1	476	0
Kellermania_agaves_1	477	0
Kellermania_agaves_1	478	0
Kellermania_agaves_1	479	0
Kellermania_agaves_1	480	0
Kellermania_agaves_1	481	0
Kellermania_agaves_1	482	0
Kellermania_agaves_1	483	0
Kellermania_agaves_1	484	0
Kellermania_agaves_1	485	0
Kellermania_agaves_1	486	0
Kellermania_agaves_1	487	0
Kellermania_agaves_1	488	0
Kellermania_agaves_1	489	0
Kellermania_agaves_1	490	0
Kellermania_agaves_1	491	0
Kellermania_agaves_1	492	0
Kellermania_agaves_1	493	0
Kellermania_agaves_1	494	0
Kellermania_agaves_1	495	0
Kellermania_agaves_1	496	0
Kellermania_agaves_1	497	0
Kellermania_agaves_1	498	0
Kellermania_agaves_1	499	0
Kellermania_agaves_1	500	0
Kellermania_agaves_1	501	0
Kellermania_agaves_1	502	0
Kellermania_agaves_1	503	0
Kellermania_agaves_1	504	0
Kellermania_agaves_1	505	0
Kellermania_agaves_1	506	0
Kellermania_agaves_1	507	0
Kellermania_agaves_1	508	0
Kellermania_agaves_1	509	0
Kellermania_agaves_1	510	0
Kellermania_agaves_1	511	0
Kellermania_agaves_1	512	0
Kellermania_agaves_1	513	0
Kellermania_agaves_1	514	0
Kellermania_agaves_1	515	0
Kellermania_agaves_1	516	0
Kellermania_agaves_1	517	0
Kellermania_agaves_1	518	0
Kellermania_agaves_1	519	0
Kellermania_agaves_1	520	0
Kellermania_agaves_1	521	0
Kellermania_agaves_1	522	0
Kellermania_agaves_1	523	0
Kellermania_agaves_1	524	0
Kellermania_agaves_1	525	0
Kellermania_agaves_1	526	0
Kellermania_agaves_1	527	0
Kellermania_agaves_1	528	0
Kellermania_agaves_1	529	0
Kellermania_agaves_1	530	0
Kellermania_agaves_1	531	0
Kellermania_agaves_1	532	0
Kellermania_agaves_1	533	0
Kellermania_agaves_1	534	0
Kellermania_agaves_1	535	0
Kellermania_agaves_1	536	0
Kellermania_agaves_1	537	0
Kellermania_agaves_1	538	0
Kellermania_agaves_1	539	0
Kellermania_agaves_1	540	0
Kellermania_agaves_1	541	0
Kellermania_agaves_1	542	0
Kellermania_agaves_1	543	0
Kellermania_agaves_1	544	0
Kellermania_agaves_1	545	0
Kellermania_agaves_1	546	0
Kellermania_agaves_1	547	0
Kellermania_agaves_1	548	0
Kellermania_agaves_1	549	0
Kellermania_agaves_1	550	0
Kellermania_agaves_1	551	0
Kellermania_agaves_1	552	0
Kellermania_agaves_1	553	0
Kellermania_agaves_1	554	0
Kellermania_agaves_1	555	0
Kellermania_agaves_1	556	0
Kellermania_agaves_1	557	0
Kellermania_agaves_1	558	0
Kellermania_agaves_1	559	0
Kellermania_agaves_1	560	0
Kellermania_agaves_1	561	0
Kellermania_agaves_1	562	0
Kellermania_agaves_1	563	0
Kellermania_agaves_1	564	0
Kellermania_agaves_1	565	0
Kellermania_agaves_1	566	0
Kellermania_agaves_1	567	0
Kellermania_agaves_1	568	0
Kellermania_agaves_1	569	0
Kellermania_agaves_1	570	0
Kellermania_agaves_1	571	0
Kellermania_agaves_1	572	0
Kellermania_agaves_1	573	0
Kellermania_agaves_1	574	0
Kellermania_agaves_1	575	0
Kellermania_agaves_1	576	0
Kellermania_agaves_1	577	0
Kellermania_agaves_1	578	0
Kellermania_agaves_1	579	0
Kellermania_agaves_1	580	0
Kellermania_agaves_1	581	0
Kellermania_agaves_1	582	0
Kellermania_agaves_1	583	0
Kellermania_agaves_1	584	0
Kellermania_agaves_1	585	0
Kellermania_agaves_1	586	0
Kellermania_agaves_1	587	0
Kellermania_agaves_1	588	0
Kellermania_agaves_1	589	0
Kellermania_agaves_1	590	0
Kellermania_agaves_1	591	0
Kellermania_agaves_1	592	0
Kellermania_agaves_1	593	0
Kellermania_agaves_1	594	0
Kellermania_agaves_1	595	0
Kellermania_agaves_1	596	0
Kellermania_agaves_1	597	0
Kellermania_agaves_1	598	0
Kellermania_agaves_1	599	0
Kellermania_agaves_1	600	0
Kellermania_agaves_1	601	0
Kellermania_agaves_1	602	0
Kellermania_agaves_1	603	0
Kellermania_agaves_1	604	0
Kellermania_agaves_1	605	0
Kellermania_agaves_1	606	0
Kellermania_agaves_1	607	0
Kellermania_agaves_1	608	0
Kellermania_agaves_1	609	0
Kellermania_agaves_1	610	0
Kellermania_agaves_1	611	0
Kellermania_agaves_1	612	0
Kellermania_agaves_1	613	0
Kellermania_agaves_1	614	0
Kellermania_agaves_1	615	0
Kellermania_agaves_1	616	0
Kellermania_agaves_1	617	0
Kellermania_agaves_1	618	0
Kellermania_agaves_1	619	0
Kellermania_agaves_1	620	0
Kellermania_agaves_1	621	0
Kellermania_agaves_1	622	0
Kellermania_agaves_1	623	0
Kellermania_agaves_1	624	0
Kellermania_agaves_1	625	1
Kellermania_agaves_1	626	1
Kellermania_agaves_1	627	1
Kellermania_agaves_1	628	1
Kellermania_agaves_1	629	1
Kellermania_agaves_1	630	1
Kellermania_agaves_1	631	1
Kellermania_agaves_1	632	1
Kellermania_agaves_1	633	1
Kellermania_agaves_1	634	1
Kellermania_agaves_1	635	1
Kellermania_agaves_1	636	1
Kellermania_agaves_1	637	1
Kellermania_agaves_1	638	1
Kellermania_agaves_1	639	1
Kellermania_agaves_1	640	1
Kellermania_agaves_1	641	1
Kellermania_agaves_1	642	1
Kellermania_agaves_1	643	1
Kellermania_agaves_1	644	1
Kellermania_agaves_1	645	1
Kellermania_agaves_1	646	1
Kellermania_agaves_1	647	1
Kellermania_agaves_1	648	1
Kellermania_agaves_1	649	1
Kellermania_agaves_1	650	1
Kellermania_agaves_1	651	1
Kellermania_agaves_1	652	1
Kellermania_agaves_1	653	1
Kellermania_agaves_1	654	1
Kellermania_agaves_1	655	1
Kellermania_agaves_1	656	1
Kellermania_agaves_1	657	1
Kellermania_agaves_1	658	1
Kellermania_agaves_1	659	1
Kellermania_agaves_1	660	1
Kellermania_agaves_1	661	1
Kellermania_agaves_1	662	1
Kellermania_agaves_1	663	1
Kellermania_agaves_1	664	1
Kellermania_agaves_1	665	1
Kellermania_agaves_1	666	0
Kellermania_agaves_1	667	0
Kellermania_agaves_1	668	0
Kellermania_agaves_1	669	0
Kellermania_agaves_1	670	0
Kellermania_agaves_1	671	0
Kellermania_agaves_1	672	0
Kellermania_agaves_1	673	0
Kellermania_agaves_1	674	0
Kellermania_agaves_1	675	0
Kellermania_agaves_1	676	0
Kellermania_agaves_1	677	0
Kellermania_agaves_1	678	0
Kellermania_agaves_1	679	0
Kellermania_agaves_1	680	0
Kellermania_agaves_1	681	0
Kellermania_agaves_1	682	0
Kellermania_agaves_1	683	0
Kellermania_agaves_1	684	0
Kellermania_agaves_1	685	0
Kellermania_agaves_1	686	0
Kellermania_agaves_1	687	0
Kellermania_agaves_1	688	0
Kellermania_agaves_1	689	0
Kellermania_agaves_1	690	0
Kellermania_agaves_1	691	0
Kellermania_agaves_1	692	0
Kellermania_agaves_1	693	0
Kellermania_agaves_1	694	0
Kellermania_agaves_1	695	0
Kellermania_agaves_1	696	0
Kellermania_agaves_1	697	0
Kellermania_agaves_1	698	0
Kellermania_agaves_1	699	0
Kellermania_agaves_1	700	0
Kellermania_agaves_1	701	0
Kellermania_agaves_1	702	0
Kellermania_agaves_1	703	0
Kellermania_agaves_1	704	0
Kellermania_agaves_1	705	0
Kellermania_agaves_1	706	0
Kellermania_agaves_1	707	0
Kellermania_agaves_1	708	0
Kellermania_agaves_1	709	0
Kellermania_agaves_1	710	0
Kellermania_agaves_1	711	0
Kellermania_agaves_1	712	0
Kellermania_agaves_1	713	0
Kellermania_agaves_1	714	0
Kellermania_agaves_1	715	0
Kellermania_agaves_1	716	0
Kellermania_agaves_1	717	0
Kellermania_agaves_1	718	0
Kellermania_agaves_1	719	0
Kellermania_agaves_1	720	0
Kellermania_agaves_1	721	0
Kellermania_agaves_1	722	0
Kellermania_agaves_1	723	0
Kellermania_agaves_1	724	0
Kellermania_agaves_1	725	0
Kellermania_agaves_1	726	0
Kellermania_agaves_1	727	0
Kellermania_agaves_1	728	0
Kellermania_agaves_1	729	0
Kellermania_agaves_1	730	0
Kellermania_agaves_1	731	0
Kellermania_agaves_1	732	0
Kellermania_agaves_1	733	0
Kellermania_agaves_1	734	0
Kellermania_agaves_1	735	0
Kellermania_agaves_1	736	0
Kellermania_agaves_1	737	0
Kellermania_agaves_1	738	0
Kellermania_agaves_1	739	0
Kellermania_agaves_1	740	0
Kellermania_agaves_1	741	0
Kellermania_agaves_1	742	0
Kellermania_agaves_1	743	0
Kellermania_agaves_1	744	0
Kellermania_agaves_1	745	0
Kellermania_agaves_1	746	0
Kellermania_agaves_1	747	0
Kellermania_agaves_1	748	0
Kellermania_agaves_1	749	0
Kellermania_agaves_1	750	0
Kellermania_agaves_1	751	0
Kellermania_agaves_1	752	0
Kellermania_agaves_1	753	0
Kellermania_agaves_1	754	0
Kellermania_agaves_1	755	0
Kellermania_agaves_1	756	0
Kellermania_agaves_1	757	0
Kellermania_agaves_1	758	0
Kellermania_agaves_1	759	0
Kellermania_agaves_1	760	0
Kellermania_agaves_1	761	0
Kellermania_agaves_1	762	0
Kellermania_agaves_1	763	0
Kellermania_agaves_1	764	0
Kellermania_agaves_1	765	0
Kellermania_agaves_1	766	0
Kellermania_agaves_1	767	0
Kellermania_agaves_1	768	0
Kellermania_agaves_1	769	0
Kellermania_agaves_1	770	0
Kellermania_agaves_1	771	0
Kellermania_agaves_1	772	0
Kellermania_agaves_1	773	0
Kellermania_agaves_1	774	0
Kellermania_agaves_1	775	0
Kellermania_agaves_1	776	0
Kellermania_agaves_1	777	0
Kellermania_agaves_1	778	0
Kellermania_agaves_1	779	0
Kellermania_agaves_1	780	0
Kellermania_agaves_1	781	0
Kellermania_agaves_1	782	0
Kellermania_agaves_1	783	0
Kellermania_agaves_1	784	0
Kellermania_agaves_1	785	0
Kellermania_agaves_1	786	0
Kellermania_agaves_1	787	0
Kellermania_agaves_1	788	0
Kellermania_agaves_1	789	0
Kellermania_agaves_1	790	0
Kellermania_agaves_1	791	0
Kellermania_agaves_1	792	0
Kellermania_agaves_1	793	0
Kellermania_agaves_1	794	0
Kellermania_agaves_1	795	0
Kellermania_agaves_1	796	0
Kellermania_agaves_1	797	0
Kellermania_agaves_1	798	0
Kellermania_agaves_1	799	0
Kellermania_agaves_1	800	0
Kellermania_agaves_1	801	0
Kellermania_agaves_1	802	0
Kellermania_agaves_1	803	0
Kellermania_agaves_1	804	0
Kellermania_agaves_1	805	0
Kellermania_agaves_1	806	0
Kellermania_agaves_1	807	0
Kellermania_agaves_1	808	0
Kellermania_agaves_1	809	0
Kellermania_agaves_1	810	0
Kellermania_agaves_1	811	0
Kellermania_agaves_1	812	0
Kellermania_agaves_1	813	0
Kellermania_agaves_1	814	0
Kellermania_agaves_1	815	0
Kellermania_agaves_1	816	0
Kellermania_agaves_1	817	0
Kellermania_agaves_1	818	0
Kellermania_agaves_1	819	0
Kellermania_agaves_1	820	0
Kellermania_agaves_1	821	0
Kellermania_agaves_1	822	0
Kellermania_agaves_1	823	0
Kellermania_agaves_1	824	0
Kellermania_agaves_1	825	0
Kellermania_agaves_1	826	0
Kellermania_agaves_1	827	0
Kellermania_agaves_1	828	0
Kellermania_agaves_1	829	0
Kellermania_agaves_1	830	0
Kellermania_agaves_1	831	0
Kellermania_agaves_1	832	0
Kellermania_agaves_1	833	0
Kellermania_agaves_1	834	0
Kellermania_agaves_1	835	0
Kellermania_agaves_1	836	0
Kellermania_agaves_1	837	0
Kellermania_agaves_1	838	0
Kellermania_agaves_1	839	0
Kellermania_agaves_1	840	0
Kellermania_agaves_1	841	0
Kellermania_agaves_1	842	0
Kellermania_agaves_1	843	0
Kellermania_agaves_1	844	0
Kellermania_agaves_1	845	0
Kellermania_agaves_1	846	0
Kellermania_agaves_1	847	0
Kellermania_agaves_1	848	0
Kellermania_agaves_1	849	0
Kellermania_agaves_1	850	0
Kellermania_agaves_1	851	0
Kellermania_agaves_1	852	0
Kellermania_agaves_1	853	0
Kellermania_agaves_1	854	0
Kellermania_agaves_1	855	0
Kellermania_agaves_1	856	0
Kellermania_agaves_1	857	0
Kellermania_agaves_1	858	0
Kellermania_agaves_1	859	0
Kellermania_agaves_1	860	0
Kellermania_agaves_1	861	0
Kellermania_agaves_1	862	0
Kellermania_agaves_1	863	0
Kellermania_agaves_1	864	0
Kellermania_agaves_1	865	0
Kellermania_agaves_1	866	0
Kellermania_agaves_1	867	0
Kellermania_agaves_1	868	0
Kellermania_agaves_1	869	0
Kellermania_agaves_1	870	0
Kellermania_agaves_1	871	0
Kellermania_agaves_1	872	0
Kellermania_agaves_1	873	0
